Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062283.1	10024061	10032231	20	minus	Peroxisome proliferator-activated receptor alpha		0	protein-coding		KAK1906113.1	448	KUDE01_008515
CM062283.1	10050566	10052271	20	plus	Immunoglobulin A1 protease autotransporter		0	protein-coding		KAK1906200.1	166	KUDE01_008602
CM062283.1	10084470	10091518	20	plus	Protein Wnt-7b		0	protein-coding		KAK1906506.1	367	KUDE01_008903
CM062283.1	10094945	10103845	20	minus	Ataxin-10		0	protein-coding		KAK1906136.1	464	KUDE01_008538
CM062283.1	10106662	10115723	20	minus	Fibulin-1		0	protein-coding		KAK1906453.1	788	KUDE01_008851
CM062283.1	10117453	10127361	20	minus	Transcription intermediary factor 1-alpha		0	protein-coding		KAK1906294.1	1068	KUDE01_008695
CM062283.1	10128879	10130927	20	plus	Aldo-keto reductase family 1 member D1		0	protein-coding		KAK1906369.1	326	KUDE01_008769
CM062283.1	10132595	10139444	20	plus	Lysine-specific demethylase 5A		0	protein-coding		KAK1906384.1	581	KUDE01_008784
CM062283.1	10139492	10150612	20	plus	Lysine-specific demethylase 5A		0	protein-coding		KAK1906457.1	798	KUDE01_008855
CM062283.1	10152622	10164868	20	plus	Sodium- and chloride-dependent GABA transporter 2		0	protein-coding		KAK1906201.1	610	KUDE01_008603
CM062283.1	10194373	10197359	20	minus	Inner tegument protein		0	protein-coding		KAK1906192.1	71	KUDE01_008594
CM062283.1	10197821	10212070	20	minus	Protein phosphatase 1H		0	protein-coding		KAK1906359.1	528	KUDE01_008759
CM062283.1	10216076	10223663	20	plus	putative interleukin-17 receptor E-like		0	protein-coding		KAK1906382.1	399	KUDE01_008782
CM062283.1	10223708	10226242	20	plus	Queuine tRNA-ribosyltransferase		0	protein-coding		KAK1906394.1	145	KUDE01_008792
CM062283.1	10353607	10356203	20	plus	Serine/threonine-protein kinase pim-3		0	protein-coding		KAK1906916.1	332	KUDE01_009312
CM062283.1	10390023	10394285	20	minus	Cysteine-rich with EGF-like domain protein 2		0	protein-coding		KAK1906181.1	339	KUDE01_008583
CM062283.1	10394559	10399084	20	plus	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-16-mannosyltransferase		0	protein-coding		KAK1906802.1	439	KUDE01_009198
CM062283.1	10399993	10403754	20	minus	Zinc finger BED domain containing protein 4		0	protein-coding		KAK1906418.1	1253	KUDE01_008816
CM062283.1	10409425	10420587	20	plus	Bromodomain and PHD finger-containing protein 3		0	protein-coding		KAK1906883.1	1085	KUDE01_009279
CM062283.1	10540596	10540748	20	plus	3-octaprenyl-4-hydroxybenzoate carboxy-lyase		0	protein-coding		KAK1906087.1	50	KUDE01_008489
CM062283.1	10592735	10606224	20	minus	Chemokine-like protein TAFA-5		0	protein-coding		KAK1906836.1	121	KUDE01_009232
CM062283.1	10611921	10612325	20	minus	hypothetical protein		0	protein-coding		KAK1906175.1	134	KUDE01_008577
CM062283.1	10612382	10613500	20	minus	Antho-RFamide neuropeptides-like type 2		0	protein-coding		KAK1906219.1	372	KUDE01_008621
CM062283.1	10632990	10633961	20	plus	Pyruvate carboxylase subunit A		0	protein-coding		KAK1906824.1	55	KUDE01_009220
CM062283.1	10649240	10667084	20	plus	Keratin type I cytoskeletal 9		0	protein-coding		KAK1906864.1	85	KUDE01_009260
CM062283.1	10700147	10714160	20	plus	2-deoxy-scyllo-inosose synthase		0	protein-coding		KAK1906252.1	125	KUDE01_008653
CM062283.1	10828602	10873219	20	minus	TBC1 domain family member 22B		0	protein-coding		KAK1906508.1	238	KUDE01_008905
CM062283.1	10883213	10884716	20	minus	Lon protease like mitochondrial		0	protein-coding		KAK1906351.1	101	KUDE01_008751
CM062283.1	10893404	10922915	20	minus	TBC1 domain family member 22B		0	protein-coding		KAK1906869.1	157	KUDE01_009265
CM062283.1	10930296	10938579	20	minus	TBC1 domain family member 22A		0	protein-coding		KAK1906535.1	186	KUDE01_008931
CM062283.1	10951328	10973227	20	plus	Ceramide kinase		0	protein-coding		KAK1906173.1	508	KUDE01_008575
CM062283.1	11014227	11030816	20	minus	GRAM domain containing protein 4		0	protein-coding		KAK1906164.1	571	KUDE01_008566
CM062283.1	11037995	11048274	20	minus	GRAM domain containing protein 4		0	protein-coding		KAK1906666.1	152	KUDE01_009062
CM062283.1	11070164	11147816	20	minus	Cadherin EGF LAG seven-pass G-type receptor 1		0	protein-coding		KAK1906957.1	2427	KUDE01_009353
CM062283.1	11150879	11154568	20	minus	Mitochondrial tRNA-specific 2-thiouridylase 1		0	protein-coding		KAK1906491.1	416	KUDE01_008888
CM062283.1	11155167	11157002	20	plus	Phenylserine dehydratase		0	protein-coding		KAK1906215.1	293	KUDE01_008617
CM062283.1	11157748	11158886	20	minus	EKC/KEOPS complex subunit TPRKB		0	protein-coding		KAK1906859.1	175	KUDE01_009255
CM062283.1	11159393	11162619	20	plus	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-12-glucosyltransferase		0	protein-coding		KAK1906622.1	412	KUDE01_009018
CM062283.1	11250118	11271887	20	minus	Kinesin-like protein KIF21A		0	protein-coding		KAK1906277.1	1552	KUDE01_008678
CM062283.1	11301510	11307019	20	plus	putative protein C12orf40		0	protein-coding		KAK1906846.1	645	KUDE01_009242
CM062283.1	11329140	11330422	20	minus	Proton myo-inositol cotransporter		0	protein-coding		KAK1906779.1	90	KUDE01_009175
CM062283.1	11349594	11349792	20	minus	Proton myo-inositol cotransporter		0	protein-coding		KAK1906463.1	66	KUDE01_008861
CM062283.1	11350779	11353097	20	plus	Homeodomain-interacting protein kinase 1		0	protein-coding		KAK1906702.1	412	KUDE01_009098
CM062283.1	11355725	11364957	20	minus	Proton myo-inositol cotransporter		0	protein-coding		KAK1906592.1	251	KUDE01_008988
CM062283.1	11368408	11412042	20	plus	Mucin-19		0	protein-coding		KAK1906700.1	3115	KUDE01_009096
CM062283.1	11421230	11426889	20	plus	Pyridine nucleotide-disulfide oxidoreductase domain containing protein 1		0	protein-coding		KAK1906398.1	468	KUDE01_008796
CM062283.1	11429132	11439969	20	plus	Ethanolamine kinase 1		0	protein-coding		KAK1906972.1	337	KUDE01_009368
CM062283.1	11481108	11495554	20	minus	Transcription factor SOX-5		0	protein-coding		KAK1906514.1	413	KUDE01_008911
CM062283.1	11502676	11523113	20	minus	Transcription factor SOX-5		0	protein-coding		KAK1907011.1	174	KUDE01_009407
CM062283.1	11523482	11532251	20	minus	Tetratricopeptide repeat protein 36		0	protein-coding		KAK1906361.1	91	KUDE01_008761
CM062283.1	11540055	11558620	20	minus	Transcription factor SOX-5		0	protein-coding		KAK1906128.1	166	KUDE01_008530
CM062283.1	11576499	11576845	20	plus	Urease accessory protein UreE		0	protein-coding		KAK1906703.1	76	KUDE01_009099
CM062283.1	11629548	11632095	20	plus	Protein adenylyltransferase SelO		0	protein-coding		KAK1906304.1	91	KUDE01_008705
CM062283.1	11729455	11734363	20	minus	Protein CASC1		0	protein-coding		KAK1906880.1	720	KUDE01_009276
CM062283.1	11734444	11736181	20	plus	LYR motif-containing protein 5A		0	protein-coding		KAK1906388.1	89	KUDE01_008786
CM062283.1	11736452	11746666	20	minus	Sodium-coupled monocarboxylate transporter 1		0	protein-coding		KAK1906378.1	589	KUDE01_008778
CM062283.1	11748355	11768921	20	plus	Small subunit processome component 20 like		0	protein-coding		KAK1906944.1	2667	KUDE01_009340
CM062283.1	11769236	11773554	20	minus	ADP-ribosylation factor-like protein 1		0	protein-coding		KAK1906613.1	181	KUDE01_009009
CM062283.1	11774282	11780669	20	plus	DENN domain containing protein 11		0	protein-coding		KAK1906342.1	497	KUDE01_008742
CM062283.1	11783181	11790966	20	minus	FYVE RhoGEF and PH domain containing protein 4		0	protein-coding		KAK1906948.1	808	KUDE01_009344
CM062283.1	11793801	11809873	20	minus	Mitochondrial 10-formyltetrahydrofolate dehydrogenase		0	protein-coding		KAK1906364.1	916	KUDE01_008764
CM062283.1	11812668	11817587	20	minus	Sorting and assembly machinery component 50 like A		0	protein-coding		KAK1906446.1	457	KUDE01_008844
CM062283.1	11820670	11827400	20	plus	Signal peptide CUB and EGF-like domain containing protein 1		0	protein-coding		KAK1906968.1	138	KUDE01_009364
CM062283.1	11833923	11889325	20	plus	Signal peptide CUB and EGF-like domain containing protein 1		0	protein-coding		KAK1906915.1	447	KUDE01_009311
CM062283.1	11905887	11925653	20	plus	Metallophosphoesterase domain containing protein 1		0	protein-coding		KAK1906962.1	196	KUDE01_009358
CM062283.1	11954818	11959215	20	plus	Metallophosphoesterase domain containing protein 1		0	protein-coding		KAK1906228.1	126	KUDE01_008630
CM062283.1	12005717	12016697	20	minus	Sulfotransferase 4A1		0	protein-coding		KAK1906493.1	265	KUDE01_008890
CM062283.1	12018300	12032732	20	plus	Patatin-like phospholipase domain containing protein 2		0	protein-coding		KAK1906106.1	448	KUDE01_008508
CM062283.1	12034038	12039311	20	plus	Sorting nexin-4		0	protein-coding		KAK1906197.1	435	KUDE01_008599
CM062283.1	12042108	12066094	20	plus	Tubulin--tyrosine ligase-like protein 12		0	protein-coding		KAK1906469.1	596	KUDE01_008866
CM062283.1	12092544	12093631	20	plus	Translation initiation factor IF-2		0	protein-coding		KAK1906932.1	246	KUDE01_009328
CM062283.1	12093663	12094214	20	plus	putative [LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase		0	protein-coding		KAK1906534.1	90	KUDE01_008930
CM062283.1	12107735	12157971	20	plus	DENN domain containing protein 5B		0	protein-coding		KAK1906432.1	792	KUDE01_008830
CM062283.1	12158377	12165278	20	plus	DENN domain containing protein 5B		0	protein-coding		KAK1906336.1	465	KUDE01_008736
CM062283.1	12168787	12176644	20	minus	RAD50-interacting protein 1		0	protein-coding		KAK1906328.1	786	KUDE01_008728
CM062283.1	12185197	12187912	20	plus	Prolactin		0	protein-coding		KAK1906408.1	229	KUDE01_008806
CM062283.1	12188723	12194265	20	minus	Heat shock 70 kDa protein 14		0	protein-coding		KAK1906524.1	506	KUDE01_008921
CM062283.1	12194688	12196169	20	plus	Mesencephalic astrocyte-derived neurotrophic factor		0	protein-coding		KAK1906251.1	171	KUDE01_008652
CM062283.1	12196566	12213548	20	minus	Interleukin-1 receptor-associated kinase 3		0	protein-coding		KAK1906989.1	767	KUDE01_009385
CM062283.1	12215116	12220017	20	plus	Protein lifeguard 4		0	protein-coding		KAK1906963.1	232	KUDE01_009359
CM062283.1	12220837	12230630	20	plus	Inner nuclear membrane protein Man1		0	protein-coding		KAK1906686.1	844	KUDE01_009082
CM062283.1	12236077	12241346	20	plus	Methionine-R-sulfoxide reductase B3 mitochondrial		0	protein-coding		KAK1906865.1	187	KUDE01_009261
CM062283.1	12241454	12254398	20	plus	High mobility group protein HMGI-C		0	protein-coding		KAK1906085.1	222	KUDE01_008487
CM062283.1	12285073	12286763	20	plus	Deoxyribose-phosphate aldolase		0	protein-coding		KAK1906635.1	72	KUDE01_009031
CM062283.1	12286802	12291834	20	plus	Deoxyribose-phosphate aldolase		0	protein-coding		KAK1906888.1	232	KUDE01_009284
CM062283.1	12312890	12314863	20	plus	Microsomal glutathione S-transferase 1		0	protein-coding		KAK1906430.1	127	KUDE01_008828
CM062283.1	12368789	12371814	20	minus	LIM domain only protein 3		0	protein-coding		KAK1906651.1	80	KUDE01_009047
CM062283.1	12441791	12444262	20	minus	UPF0270 protein		0	protein-coding		KAK1906501.1	170	KUDE01_008898
CM062283.1	12458139	12495204	20	plus	Rho guanine nucleotide exchange factor 39		0	protein-coding		KAK1906225.1	420	KUDE01_008627
CM062283.1	12504003	12506560	20	minus	Ras-related and estrogen-regulated growth inhibitor-like protein		0	protein-coding		KAK1906179.1	203	KUDE01_008581
CM062283.1	12512690	12520252	20	plus	Interleukin-17 receptor A		0	protein-coding		KAK1906978.1	804	KUDE01_009374
CM062283.1	12525864	12527042	20	minus	Transmembrane protein 121B		0	protein-coding		KAK1906537.1	392	KUDE01_008933
CM062283.1	12527962	12538579	20	minus	putative E3 ubiquitin-protein ligase makorin-1		0	protein-coding		KAK1906245.1	431	KUDE01_008647
CM062283.1	12545714	12547894	20	plus	Toll-like receptor 1		0	protein-coding		KAK1906099.1	700	KUDE01_008501
CM062283.1	12549666	12564093	20	plus	CCR4-NOT transcription complex subunit 4		0	protein-coding		KAK1906669.1	771	KUDE01_009065
CM062283.1	12646728	12649208	20	plus	28S ribosomal protein S33 mitochondrial		0	protein-coding		KAK1906467.1	106	KUDE01_008865
CM062283.1	12653385	12668037	20	plus	Serine/threonine-protein kinase B-raf		0	protein-coding		KAK1906607.1	820	KUDE01_009003
CM062283.1	12668264	12668482	20	plus	Lon protease like mitochondrial		0	protein-coding		KAK1906125.1	72	KUDE01_008527
CM062283.1	12784104	12828931	20	plus	LARGE xylosyl- and glucuronyltransferase 1		0	protein-coding		KAK1906731.1	879	KUDE01_009127
CM062283.1	12846087	12867528	20	minus	Protein bicaudal D like 1		0	protein-coding		KAK1906349.1	1129	KUDE01_008749
CM062283.1	12869585	12872606	20	plus	Serine-threonine kinase receptor-associated protein		0	protein-coding		KAK1906804.1	329	KUDE01_009200
CM062283.1	12873944	12888822	20	plus	Lamina-associated polypeptide 2 isoforms beta/delta/epsilon/gamma		0	protein-coding		KAK1906679.1	498	KUDE01_009075
CM062283.1	12890683	12897944	20	plus	Phosphate carrier protein mitochondrial		0	protein-coding		KAK1906385.1	356	KUDE01_008785
CM062283.1	12910777	12915996	20	plus	L-lactate dehydrogenase B chain		0	protein-coding		KAK1906920.1	335	KUDE01_009316
CM062283.1	12917906	12919246	20	minus	hypothetical protein		0	protein-coding		KAK1906144.1	124	KUDE01_008546
CM062283.1	12920983	12930844	20	plus	Glycogen [starch] synthase liver		0	protein-coding		KAK1906367.1	626	KUDE01_008767
CM062283.1	12933199	12935558	20	minus	Spexin		0	protein-coding		KAK1906507.1	122	KUDE01_008904
CM062283.1	12938693	12941751	20	minus	Vesicle transport protein GOT1B		0	protein-coding		KAK1906158.1	138	KUDE01_008560
CM062283.1	12943739	12949023	20	plus	ATP-dependent DNA helicase Q1		0	protein-coding		KAK1906994.1	648	KUDE01_009390
CM062283.1	12949644	12950222	20	plus	Activator of C kinase protein 1		0	protein-coding		KAK1906675.1	192	KUDE01_009071
CM062283.1	12954080	12955746	20	minus	Cyclin-dependent kinase 17		0	protein-coding		KAK1906329.1	143	KUDE01_008729
CM062283.1	12956104	12964373	20	minus	Cyclin-dependent kinase 17		0	protein-coding		KAK1906741.1	367	KUDE01_009137
CM062283.1	12976655	12980240	20	plus	Phytanoyl-CoA dioxygenase peroxisomal		0	protein-coding		KAK1906484.1	341	KUDE01_008881
CM062283.1	12981953	12985912	20	plus	putative cartilage matrix-associated protein		0	protein-coding		KAK1906541.1	137	KUDE01_008937
CM062283.1	12989274	12995865	20	minus	Protein MCM10 like		0	protein-coding		KAK1906782.1	807	KUDE01_009178
CM062283.1	12998848	13005258	20	minus	Optineurin		0	protein-coding		KAK1906312.1	538	KUDE01_008713
CM062283.1	13006665	13011387	20	plus	Coiled-coil domain containing protein 3		0	protein-coding		KAK1906209.1	266	KUDE01_008611
CM062283.1	13017663	13036473	20	minus	Calcium/calmodulin-dependent protein kinase type 1D		0	protein-coding		KAK1906835.1	485	KUDE01_009231
CM062283.1	13041378	13046832	20	minus	Cell division cycle protein 123 like		0	protein-coding		KAK1906483.1	340	KUDE01_008880
CM062283.1	13050201	13051573	20	plus	ADP-sugar pyrophosphatase		0	protein-coding		KAK1906512.1	198	KUDE01_008909
CM062283.1	13053123	13067512	20	plus	F-box DNA helicase 1		0	protein-coding		KAK1906436.1	993	KUDE01_008834
CM062283.1	13069468	13073676	20	minus	Interleukin-15 receptor subunit alpha		0	protein-coding		KAK1906616.1	246	KUDE01_009012
CM062283.1	13074781	13082929	20	plus	Splicing factor 45		0	protein-coding		KAK1906510.1	379	KUDE01_008907
CM062283.1	13084903	13090814	20	plus	6-phosphofructo-2-kinase/fructose-26-bisphosphatase 3		0	protein-coding		KAK1906119.1	522	KUDE01_008521
CM062283.1	13169570	13170400	20	plus	Neurotrophin-3		0	protein-coding		KAK1906195.1	276	KUDE01_008597
CM062283.1	13186139	13187543	20	plus	Transcription initiation factor TFIID subunit 3		0	protein-coding		KAK1907012.1	135	KUDE01_009408
CM062283.1	13201172	13235272	20	minus	Anoctamin-1		0	protein-coding		KAK1906842.1	880	KUDE01_009238
CM062283.1	13260593	13271658	20	minus	Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit gamma isoform		0	protein-coding		KAK1906591.1	1123	KUDE01_008987
CM062283.1	13276224	13280337	20	plus	HMG box-containing protein 1		0	protein-coding		KAK1906456.1	519	KUDE01_008854
CM062283.1	13283347	13314274	20	minus	Receptor-type tyrosine-protein phosphatase zeta		0	protein-coding		KAK1906662.1	1666	KUDE01_009058
CM062283.1	13335006	13335448	20	plus	Cytochrome c oxidase assembly factor 6 like		0	protein-coding		KAK1906464.1	80	KUDE01_008862
CM062283.1	13340979	13355189	20	minus	Solute carrier family 13 member 4		0	protein-coding		KAK1906186.1	562	KUDE01_008588
CM062283.1	13366184	13377765	20	plus	Sushi domain containing protein 3		0	protein-coding		KAK1906569.1	490	KUDE01_008965
CM062283.1	13381346	13389040	20	minus	Aryl hydrocarbon receptor nuclear translocator-like protein 2		0	protein-coding		KAK1906447.1	602	KUDE01_008845
CM062283.1	13393766	13398938	20	minus	Serine/threonine-protein kinase 38-like		0	protein-coding		KAK1906122.1	461	KUDE01_008524
CM062283.1	13404865	13407344	20	minus	Mediator of RNA polymerase II transcription subunit 21		0	protein-coding		KAK1906914.1	156	KUDE01_009310
CM062283.1	13407386	13410891	20	plus	FGFR1 oncopartner 2 like		0	protein-coding		KAK1906528.1	224	KUDE01_008925
CM062283.1	13411742	13422535	20	plus	Transmembrane 7 superfamily member 3		0	protein-coding		KAK1906276.1	549	KUDE01_008677
CM062283.1	13425469	13436925	20	minus	GAS2-like protein 3		0	protein-coding		KAK1906965.1	755	KUDE01_009361
CM062283.1	13455879	13482709	20	plus	AT-rich interactive domain containing protein 2		0	protein-coding		KAK1906775.1	1463	KUDE01_009171
CM062283.1	13488214	13497339	20	plus	Protein SCAF11		0	protein-coding		KAK1906316.1	1162	KUDE01_008716
CM062283.1	13504029	13510371	20	minus	Sodium-coupled neutral amino acid transporter 2		0	protein-coding		KAK1906132.1	513	KUDE01_008534
CM062283.1	13552523	13564542	20	minus	Sodium-coupled neutral amino acid transporter 4		0	protein-coding		KAK1906330.1	502	KUDE01_008730
CM062283.1	13587709	13588079	20	plus	Insulin-induced 1 protein		0	protein-coding		KAK1906564.1	72	KUDE01_008960
CM062283.1	13611720	13619077	20	minus	Anoctamin-4		0	protein-coding		KAK1906701.1	536	KUDE01_009097
CM062283.1	13621653	13622208	20	plus	2-isopropylmalate synthase		0	protein-coding		KAK1906882.1	80	KUDE01_009278
CM062283.1	13623070	13644348	20	minus	Anoctamin-4		0	protein-coding		KAK1906451.1	620	KUDE01_008849
CM062283.1	13645871	13646692	20	plus	LINE-1 type transposase domain containing protein 1		0	protein-coding		KAK1906699.1	273	KUDE01_009095
CM062283.1	13652667	13659155	20	minus	Transmembrane channel-like protein 8		0	protein-coding		KAK1906230.1	106	KUDE01_008632
CM062283.1	13708136	13715157	20	plus	Zinc finger protein 585A		0	protein-coding		KAK1906223.1	979	KUDE01_008625
CM062283.1	13715140	13718379	20	minus	DNA-(apurinic or apyrimidinic site) lyase		0	protein-coding		KAK1906884.1	310	KUDE01_009280
CM062283.1	13718579	13726822	20	plus	putative tRNA N6-adenosine threonylcarbamoyltransferase		0	protein-coding		KAK1906801.1	335	KUDE01_009197
CM062283.1	13727632	13746634	20	minus	USP6 N-terminal-like protein		0	protein-coding		KAK1906730.1	826	KUDE01_009126
CM062283.1	13748005	13769491	20	minus	USP6 N-terminal-like protein		0	protein-coding		KAK1906318.1	103	KUDE01_008718
CM062283.1	13819390	14004169	20	minus	CUGBP Elav-like family member 2		0	protein-coding		KAK1906712.1	485	KUDE01_009108
CM062283.1	13943518	13943859	20	minus	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase		0	protein-coding		KAK1906549.1	113	KUDE01_008945
CM062283.1	13981053	13981491	20	minus	Phosphoribosyl-ATP pyrophosphatase		0	protein-coding		KAK1906224.1	114	KUDE01_008626
CM062283.1	13991770	13999499	20	plus	putative aminoacrylate hydrolase RutD		0	protein-coding		KAK1907024.1	263	KUDE01_009419
CM062283.1	14004059	14004379	20	plus	Switch 2		0	protein-coding		KAK1906238.1	73	KUDE01_008640
CM062283.1	14064443	14068006	20	minus	Holo-[acyl-carrier-protein] synthase		0	protein-coding		KAK1906411.1	184	KUDE01_008809
CM062283.1	14323190	14323618	20	plus	Myosin-1		0	protein-coding		KAK1906664.1	142	KUDE01_009060
CM062283.1	14350747	14352623	20	minus	Importin subunit alpha-2		0	protein-coding		KAK1906580.1	75	KUDE01_008976
CM062283.1	14375289	14389327	20	minus	C2 domain containing protein 3		0	protein-coding		KAK1906767.1	239	KUDE01_009163
CM062283.1	14409647	14410171	20	minus	8-amino-7-oxononanoate synthase		0	protein-coding		KAK1906407.1	106	KUDE01_008805
CM062283.1	14452744	14474305	20	plus	UPF0325 protein		0	protein-coding		KAK1906742.1	113	KUDE01_009138
CM062283.1	14483488	14483700	20	plus	Succinate--CoA ligase [ADP-forming] subunit beta		0	protein-coding		KAK1906536.1	70	KUDE01_008932
CM062283.1	14483900	14492328	20	minus	Transcription factor GATA-3		0	protein-coding		KAK1906255.1	409	KUDE01_008656
CM062283.1	14556089	14561083	20	minus	ATP synthase subunit gamma mitochondrial		0	protein-coding		KAK1906280.1	318	KUDE01_008681
CM062283.1	14561848	14565863	20	plus	DNA/RNA-binding protein KIN17		0	protein-coding		KAK1906264.1	371	KUDE01_008665
CM062283.1	14566985	14580122	20	minus	Inter-alpha-trypsin inhibitor heavy chain H2		0	protein-coding		KAK1906794.1	909	KUDE01_009190
CM062283.1	14581905	14594548	20	plus	Inter-alpha-trypsin inhibitor heavy chain H5		0	protein-coding		KAK1906797.1	968	KUDE01_009193
CM062283.1	14597280	14605442	20	minus	Store-operated calcium entry regulator STIMATE		0	protein-coding		KAK1906242.1	300	KUDE01_008644
CM062283.1	14616070	14646287	20	plus	Scm-like with four MBT domains protein 2		0	protein-coding		KAK1906706.1	840	KUDE01_009102
CM062283.1	14671681	14684536	20	plus	Protein kinase C theta type		0	protein-coding		KAK1906641.1	714	KUDE01_009037
CM062283.1	14687341	14687876	20	minus	hypothetical protein		0	protein-coding		KAK1906854.1	88	KUDE01_009250
CM062283.1	14722160	14728433	20	minus	TBC1 domain family member 30		0	protein-coding		KAK1906288.1	232	KUDE01_008689
CM062283.1	14730757	14733956	20	minus	TBC1 domain family member 30		0	protein-coding		KAK1906575.1	229	KUDE01_008971
CM062283.1	14747017	14753821	20	minus	Adipocyte plasma membrane-associated protein		0	protein-coding		KAK1906816.1	374	KUDE01_009212
CM062283.1	14760085	14808065	20	minus	Ras association domain containing protein 3		0	protein-coding		KAK1906135.1	268	KUDE01_008537
CM062283.1	14814723	14815289	20	minus	Ras association domain containing protein 5		0	protein-coding		KAK1906919.1	188	KUDE01_009315
CM062283.1	14816278	14821280	20	minus	Apoptosis facilitator Bcl-2-like protein 14		0	protein-coding		KAK1906655.1	301	KUDE01_009051
CM062283.1	14852070	14879608	20	minus	Diacylglycerol kinase iota		0	protein-coding		KAK1906102.1	109	KUDE01_008504
CM062283.1	14885549	14909369	20	minus	Cyclic AMP-responsive element-binding protein 3-like protein 2		0	protein-coding		KAK1906773.1	489	KUDE01_009169
CM062283.1	14910668	14921869	20	minus	Single-stranded DNA-binding protein mitochondrial		0	protein-coding		KAK1906539.1	147	KUDE01_008935
CM062283.1	14923631	14927246	20	plus	Acyl-coenzyme A thioesterase 1		0	protein-coding		KAK1906673.1	428	KUDE01_009069
CM062283.1	14928256	14939653	20	minus	putative protein C12orf56 like		0	protein-coding		KAK1906352.1	541	KUDE01_008752
CM062283.1	14942714	14953218	20	plus	CD9 antigen		0	protein-coding		KAK1906771.1	205	KUDE01_009167
CM062283.1	14964046	14964859	20	minus	Meiosis expressed 1 protein like		0	protein-coding		KAK1906671.1	91	KUDE01_009067
CM062283.1	14966648	15004294	20	plus	Laminin subunit beta-1		0	protein-coding		KAK1906670.1	2353	KUDE01_009066
CM062283.1	15006426	15009992	20	minus	3'-5' exoribonuclease 1		0	protein-coding		KAK1906281.1	341	KUDE01_008682
CM062283.1	15051371	15053538	20	minus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12		0	protein-coding		KAK1906921.1	145	KUDE01_009317
CM062283.1	15056360	15073362	20	minus	FYVE RhoGEF and PH domain containing protein 6		0	protein-coding		KAK1906941.1	1219	KUDE01_009337
CM062283.1	15074003	15084455	20	plus	Vezatin		0	protein-coding		KAK1906529.1	801	KUDE01_008926
CM062283.1	15087087	15099221	20	plus	Methionine aminopeptidase 2		0	protein-coding		KAK1906954.1	473	KUDE01_009350
CM062283.1	15100092	15102342	20	plus	Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1		0	protein-coding		KAK1906582.1	476	KUDE01_008978
CM062283.1	15106645	15110824	20	minus	Ubiquitin carboxyl-terminal hydrolase 44		0	protein-coding		KAK1906789.1	488	KUDE01_009185
CM062283.1	15110929	15111594	20	minus	Ubiquitin carboxyl-terminal hydrolase 44		0	protein-coding		KAK1906479.1	221	KUDE01_008876
CM062283.1	15122375	15144502	20	minus	Netrin-4		0	protein-coding		KAK1906497.1	651	KUDE01_008894
CM062283.1	15149724	15151976	20	plus	Small nuclear ribonucleoprotein F		0	protein-coding		KAK1906559.1	86	KUDE01_008955
CM062283.1	15152165	15157883	20	plus	putative imidazolonepropionase		0	protein-coding		KAK1906893.1	363	KUDE01_009289
CM062283.1	15159310	15161625	20	minus	Tetraspanin-9		0	protein-coding		KAK1906100.1	239	KUDE01_008502
CM062283.1	15164498	15169343	20	minus	UPF0577 protein KIAA1324-like		0	protein-coding		KAK1906734.1	451	KUDE01_009130
CM062283.1	15169601	15177770	20	minus	UPF0577 protein KIAA1324-like like		0	protein-coding		KAK1907017.1	538	KUDE01_009413
CM062283.1	15179959	15183533	20	plus	Kelch-like protein 42		0	protein-coding		KAK1906777.1	468	KUDE01_009173
CM062283.1	15187059	15192441	20	plus	Nuclear receptor-interacting protein 2		0	protein-coding		KAK1906768.1	68	KUDE01_009164
CM062283.1	15200009	15211856	20	plus	Nuclear receptor-interacting protein 2		0	protein-coding		KAK1906931.1	136	KUDE01_009327
CM062283.1	15224684	15233999	20	minus	KICSTOR complex protein ITFG2		0	protein-coding		KAK1906300.1	433	KUDE01_008701
CM062283.1	15237681	15238280	20	plus	Achaete-scute like 1a		0	protein-coding		KAK1906934.1	199	KUDE01_009330
CM062283.1	15244082	15250159	20	minus	Calcium-binding protein SPEC 2A		0	protein-coding		KAK1906633.1	211	KUDE01_009029
CM062283.1	15258759	15281121	20	minus	Protein GrpE		0	protein-coding		KAK1907003.1	651	KUDE01_009399
CM062283.1	15285863	15292395	20	minus	Zinc metalloproteinase nas-23		0	protein-coding		KAK1906269.1	109	KUDE01_008670
CM062283.1	15304710	15317466	20	plus	Phenylalanine-4-hydroxylase		0	protein-coding		KAK1906427.1	460	KUDE01_008825
CM062283.1	15318241	15322088	20	plus	Tyrosine 3-monooxygenase		0	protein-coding		KAK1906829.1	474	KUDE01_009225
CM062283.1	15327431	15337524	20	minus	Nucleoporin Nup37		0	protein-coding		KAK1906717.1	307	KUDE01_009113
CM062283.1	15339590	15352157	20	plus	PCNA-interacting partner		0	protein-coding		KAK1906917.1	491	KUDE01_009313
